PHASE,ID,GENDER,STATUS,CHILDREN,ESTINCOME,CAROWNER,AGE,LONGDISTANCE,INTERNATIONAL,LOCAL,DROPPED,PAYMETHOD,LOCALBILLTYPE,LONGDISTANCEBILLTYPE,USAGE,RATEPLAN,CHURN
Adult,3695,F,M,2,+0057483.90000000,N,+0000044.02666700,+00017.,+00000.,+00027.,0,CH,Budget,Standard,+00044.,4,F
Adult,3696,M,M,2,+0059613.10000000,N,+0000034.32000000,+00012.,+00000.,+00163.,0,CC,Budget,Intnl_discount,+00175.,4,T
Adult,3698,F,M,2,+0028267.00000000,N,+0000030.09333300,+00021.,+00000.,+00192.,0,CC,FreeLocal,Standard,+00214.,2,F
Adult,3699,M,M,2,+0045429.70000000,Y,+0000061.71333300,+00024.,+00000.,+00073.,0,CH,FreeLocal,Standard,+00097.,2,T
Adult,3700,F,M,2,+0036725.10000000,N,+0000055.79333300,+00008.,+00009.,+00077.,0,CH,Budget,Standard,+00094.,1,F
Adult,3702,M,M,0,+0084166.10000000,N,+0000054.01333300,+00003.,+00000.,+00011.,1,CC,Budget,Standard,+00015.,1,T
Adult,3703,M,M,0,+0067388.00000000,N,+0000053.12000000,+00004.,+00000.,+00091.,1,CC,Budget,Standard,+00096.,3,T
Adult,3705,M,D,1,+0084166.10000000,N,+0000033.00000000,+00003.,+00000.,+00011.,1,CC,Budget,Standard,+00015.,2,F
Adult,3706,M,M,2,+0059613.10000000,N,+0000034.32000000,+00012.,+00000.,+00163.,0,CC,Budget,Intnl_discount,+00175.,1,T
Adult,3707,F,M,2,+0091861.00000000,Y,+0000041.98000000,+00015.,+00000.,+00006.,0,CC,Budget,Standard,+00022.,1,F
Adult,3708,M,M,2,+0045429.70000000,Y,+0000061.71333300,+00024.,+00000.,+00073.,0,CH,FreeLocal,Standard,+00097.,2,T
Adult,3710,F,S,1,+0012374.90000000,Y,+0000033.49333300,+00017.,+00000.,+00106.,0,Auto,FreeLocal,Standard,+00123.,2,T
Adult,3713,F,M,2,+0084948.00000000,Y,+0000029.44666700,+00011.,+00000.,+00012.,0,CH,FreeLocal,Intnl_discount,+00023.,3,F
Adult,3716,M,M,2,+0045429.70000000,Y,+0000061.71333300,+00024.,+00000.,+00073.,0,CH,FreeLocal,Standard,+00097.,3,T
Adult,3718,M,M,0,+0084166.10000000,N,+0000054.01333300,+00003.,+00000.,+00011.,1,CC,Budget,Standard,+00015.,1,T
Adult,3720,M,M,2,+0021416.50000000,N,+0000035.65333300,+00009.,+00009.,+00008.,0,CC,FreeLocal,Intnl_discount,+00027.,3,F
Adult,3721,M,M,2,+0045429.70000000,Y,+0000061.71333300,+00024.,+00000.,+00073.,0,CH,FreeLocal,Standard,+00097.,2,T
Adult,3723,M,M,1,+0084166.10000000,N,+0000054.01333300,+00003.,+00000.,+00011.,1,CC,Budget,Standard,+00015.,1,T
Adult,3725,F,M,2,+0038215.90000000,N,+0000030.88666700,+00000.,+00000.,+00000.,0,Auto,Budget,Standard,+00000.,2,F
Adult,3730,F,M,2,+0098003.70000000,Y,+0000026.27333300,+00001.,+00000.,+00083.,0,CC,FreeLocal,Intnl_discount,+00084.,2,F
Adult,3732,F,S,0,+0074530.80000000,N,+0000063.08666700,+00020.,+00000.,+00106.,0,Auto,FreeLocal,Intnl_discount,+00127.,4,F
Adult,3739,F,M,2,+0076289.20000000,N,+0000048.20666700,+00022.,+00000.,+00082.,0,CC,Budget,Intnl_discount,+00104.,2,F
Adult,3741,M,M,1,+0066931.90000000,N,+0000063.93333300,+00011.,+00000.,+00005.,0,CC,Budget,Standard,+00017.,1,T
Adult,3747,F,S,0,+0077726.40000000,N,+0000056.72000000,+00014.,+00000.,+00009.,0,Auto,Budget,Intnl_discount,+00023.,1,F
Adult,3749,F,S,1,+0002800.68000000,N,+0000045.67333300,+00028.,+00000.,+00106.,0,CC,Budget,Standard,+00134.,2,T
Adult,3752,F,M,2,+0090271.60000000,N,+0000044.92666700,+00013.,+00000.,+00096.,0,CC,FreeLocal,Standard,+00110.,3,F
Adult,3757,F,M,2,+0098217.10000000,N,+0000044.98000000,+00029.,+00000.,+00013.,0,CC,FreeLocal,Standard,+00042.,2,F
Adult,3760,F,S,0,+0015989.30000000,N,+0000061.69333300,+00003.,+00000.,+00025.,1,CC,Budget,Intnl_discount,+00029.,1,T
Adult,3770,F,S,0,+0000433.74000000,N,+0000060.74666700,+00003.,+00000.,+00040.,0,CC,FreeLocal,Standard,+00044.,3,T
Adult,3773,M,M,2,+0010708.30000000,N,+0000026.02666700,+00020.,+00004.,+00117.,0,CH,Budget,Intnl_discount,+00142.,1,F
Adult,3776,F,M,0,+0002031.61000000,N,+0000020.30000000,+00021.,+00000.,+00087.,0,CC,Budget,Standard,+00109.,2,T
Adult,3779,F,S,2,+0016938.50000000,N,+0000042.00000000,+00013.,+00000.,+00008.,0,CH,FreeLocal,Standard,+00022.,2,F
Adult,3782,F,M,0,+0055221.00000000,N,+0000046.00000000,+00000.,+00000.,+00015.,0,CC,FreeLocal,Standard,+00015.,1,F
Adult,3784,M,M,1,+0095448.60000000,Y,+0000053.68000000,+00024.,+00000.,+00005.,0,CH,Budget,Standard,+00029.,4,F
Child,3785,M,S,1,+0024141.50000000,Y,+0000017.00666700,+00028.,+00000.,+00097.,0,CC,FreeLocal,Standard,+00125.,4,T
Adult,3790,F,S,1,+0049072.00000000,N,+0000052.64666700,+00023.,+00000.,+00010.,0,Auto,Budget,Intnl_discount,+00034.,1,F
Adult,3796,M,S,0,+0095786.80000000,Y,+0000057.55333300,+00021.,+00000.,+00087.,0,CC,Budget,Standard,+00108.,4,T
Adult,3798,M,S,0,+0090321.60000000,N,+0000028.00000000,+00000.,+00000.,+00011.,0,Auto,FreeLocal,Intnl_discount,+00012.,2,F
Adult,3801,M,M,1,+0028313.10000000,N,+0000020.89333300,+00006.,+00000.,+00006.,0,CC,Budget,Standard,+00013.,2,F
Adult,3803,M,M,2,+0029616.00000000,N,+0000049.42666700,+00029.,+00000.,+00045.,0,CH,FreeLocal,Standard,+00075.,2,F
Child,3806,M,S,1,+0041690.50000000,Y,+0000014.64000000,+00002.,+00000.,+00028.,0,CC,FreeLocal,Standard,+00031.,2,F
Adult,3823,F,M,0,+0083891.90000000,Y,+0000061.02000000,+00028.,+00000.,+00045.,0,CH,Budget,Standard,+00074.,4,T
Adult,3824,F,M,2,+0028220.80000000,N,+0000038.76666700,+00026.,+00000.,+00012.,0,CC,FreeLocal,Standard,+00038.,4,T
Adult,1,F,S,1,+0038000.00000000,N,+0000024.39333300,+00023.,+00000.,+00206.,0,CC,Budget,Intnl_discount,+00229.,3,T
Adult,11,M,S,2,+0000096.33000000,N,+0000056.47333300,+00026.,+00000.,+00032.,1,CC,Budget,Standard,+00059.,1,F
Adult,14,F,M,2,+0052004.80000000,N,+0000025.14000000,+00005.,+00000.,+00023.,0,CH,Budget,Intnl_discount,+00028.,1,F
Adult,17,M,M,2,+0053010.80000000,N,+0000018.84000000,+00012.,+00000.,+00046.,4,CC,FreeLocal,Standard,+00058.,1,F
Adult,21,M,M,0,+0019749.30000000,N,+0000060.36666700,+00020.,+00000.,+00013.,0,CC,Budget,Standard,+00034.,3,F
Adult,24,F,M,2,+0047902.00000000,N,+0000026.03333300,+00017.,+00004.,+00049.,1,Auto,FreeLocal,Standard,+00072.,2,F
Adult,35,F,S,0,+0078851.30000000,N,+0000048.37333300,+00000.,+00000.,+00028.,0,CC,FreeLocal,Standard,+00029.,4,T
Adult,38,F,M,2,+0028220.80000000,N,+0000038.76666700,+00026.,+00000.,+00012.,0,CC,FreeLocal,Standard,+00038.,4,T
Adult,42,F,M,2,+0005237.63000000,N,+0000048.75333300,+00013.,+00008.,+00056.,0,CC,Budget,Standard,+00078.,2,F
Adult,52,F,M,2,+0067388.00000000,N,+0000053.12000000,+00004.,+00000.,+00091.,1,CC,Budget,Standard,+00096.,3,T
Adult,53,F,M,1,+0057063.00000000,Y,+0000052.33333300,+00016.,+00000.,+00081.,0,CH,Budget,Standard,+00098.,4,F
Adult,54,F,M,2,+0084166.10000000,N,+0000054.01333300,+00003.,+00000.,+00011.,1,CC,Budget,Standard,+00015.,2,T
Adult,60,F,S,1,+0007737.94000000,N,+0000042.66666700,+00011.,+00000.,+00050.,0,CC,FreeLocal,Standard,+00061.,4,T
Adult,61,M,S,2,+0100020.00000000,N,+0000050.00000000,+00021.,+00000.,+00293.,0,CH,Budget,Standard,+00314.,4,T
Adult,65,F,S,1,+0016326.70000000,N,+0000050.61333300,+00000.,+00000.,+00001.,0,CC,FreeLocal,Intnl_discount,+00001.,1,T
Adult,68,F,S,2,+0009559.78000000,N,+0000051.38000000,+00018.,+00000.,+00059.,0,CC,FreeLocal,Standard,+00077.,3,T
Adult,73,F,M,2,+0083284.10000000,Y,+0000028.42000000,+00026.,+00000.,+00009.,0,Auto,FreeLocal,Intnl_discount,+00035.,4,F
Adult,75,F,S,0,+0068427.40000000,N,+0000042.39333300,+00023.,+00000.,+00050.,0,Auto,FreeLocal,Standard,+00073.,3,F
Adult,77,M,S,0,+0003601.71000000,N,+0000049.26666700,+00009.,+00004.,+00111.,0,Auto,Budget,Intnl_discount,+00125.,4,T
Adult,80,F,S,2,+0066182.70000000,Y,+0000062.48000000,+00011.,+00000.,+00047.,0,Auto,Budget,Standard,+00058.,2,F
Adult,81,F,M,2,+0084789.30000000,N,+0000050.43333300,+00014.,+00008.,+00010.,0,CH,FreeLocal,Standard,+00033.,4,T
Adult,83,F,M,2,+0035976.50000000,Y,+0000048.85333300,+00018.,+00000.,+00031.,0,Auto,FreeLocal,Intnl_discount,+00050.,4,T
Adult,84,F,M,0,+0032703.10000000,Y,+0000064.92000000,+00016.,+00000.,+00056.,0,CC,Budget,Intnl_discount,+00072.,4,F
Adult,87,M,M,1,+0097180.40000000,N,+0000050.60000000,+00008.,+00009.,+00045.,0,CC,FreeLocal,Standard,+00063.,4,T
Adult,90,M,S,0,+0064136.60000000,Y,+0000061.10666700,+00016.,+00001.,+00125.,0,CC,FreeLocal,Intnl_discount,+00142.,2,T
Adult,95,F,M,2,+0077551.10000000,Y,+0000033.60000000,+00020.,+00000.,+00041.,1,CC,Budget,Intnl_discount,+00062.,2,F
Child,96,F,M,0,+0038538.40000000,N,+0000012.32666700,+00022.,+00008.,+00016.,0,CC,FreeLocal,Standard,+00047.,3,T
Adult,97,F,S,0,+0069350.50000000,Y,+0000057.42000000,+00001.,+00000.,+00025.,0,CC,FreeLocal,Standard,+00027.,4,F
Adult,104,M,S,2,+0043634.50000000,N,+0000021.78000000,+00029.,+00009.,+00104.,0,CC,Budget,Standard,+00143.,1,T
Adult,109,M,S,1,+0092647.50000000,N,+0000056.04666700,+00016.,+00005.,+00010.,0,CC,Budget,Standard,+00032.,4,T
Adult,110,F,S,2,+0021021.60000000,Y,+0000062.75333300,+00001.,+00000.,+00011.,0,CC,Budget,Standard,+00014.,3,T
Adult,120,F,M,2,+0062061.80000000,Y,+0000045.92000000,+00029.,+00000.,+00052.,0,Auto,FreeLocal,Standard,+00082.,2,F
Adult,130,F,S,2,+0083073.70000000,N,+0000039.55333300,+00000.,+00000.,+00003.,0,CC,Budget,Standard,+00003.,4,F
Adult,139,F,S,2,+0006440.46000000,Y,+0000052.64666700,+00022.,+00000.,+00027.,0,CH,Budget,Standard,+00049.,1,F
Adult,140,F,S,0,+0007325.50000000,N,+0000036.92000000,+00028.,+00000.,+00161.,0,CC,FreeLocal,Intnl_discount,+00190.,2,T
Adult,142,M,M,2,+0028766.90000000,N,+0000046.84000000,+00006.,+00000.,+00058.,0,CC,Budget,Standard,+00064.,1,F
Adult,715,F,M,2,+0048238.80000000,N,+0000034.70666700,+00023.,+00000.,+00168.,0,CC,FreeLocal,Standard,+00191.,1,F
Adult,161,F,S,2,+0076231.90000000,N,+0000063.80666700,+00002.,+00000.,+00150.,0,Auto,FreeLocal,Standard,+00152.,2,F
Adult,166,M,M,1,+0064792.30000000,N,+0000052.14666700,+00013.,+00001.,+00036.,0,CH,FreeLocal,Standard,+00051.,3,T
Adult,174,M,M,1,+0063437.30000000,N,+0000063.65333300,+00000.,+00003.,+00010.,0,CC,Budget,Intnl_discount,+00014.,4,T
Child,181,F,M,2,+0055860.00000000,Y,+0000014.57333300,+00016.,+00000.,+00010.,0,CC,FreeLocal,Intnl_discount,+00026.,3,F
Adult,182,F,S,1,+0012686.00000000,N,+0000064.80000000,+00023.,+00000.,+00080.,0,Auto,Budget,Standard,+00103.,2,T
Adult,190,M,M,2,+0057360.80000000,Y,+0000053.25333300,+00010.,+00000.,+00057.,0,CC,FreeLocal,Standard,+00067.,1,F
Adult,194,F,M,2,+0017888.70000000,N,+0000055.00000000,+00029.,+00000.,+00332.,0,CC,Budget,Standard,+00361.,1,F
Adult,198,F,S,2,+0014578.80000000,Y,+0000060.93333300,+00011.,+00000.,+00095.,0,Auto,Budget,Standard,+00107.,1,T
Adult,203,F,M,2,+0048238.80000000,N,+0000034.70666700,+00023.,+00000.,+00168.,0,CC,FreeLocal,Standard,+00191.,4,F
Adult,218,F,M,0,+0083287.00000000,N,+0000045.48666700,+00029.,+00000.,+00090.,4,Auto,FreeLocal,Intnl_discount,+00119.,3,F
Adult,219,M,S,0,+0002056.06000000,Y,+0000018.94000000,+00024.,+00006.,+00027.,0,Auto,Budget,Standard,+00058.,2,T
Adult,220,F,M,2,+0007776.60000000,N,+0000035.70666700,+00025.,+00000.,+00068.,0,CC,FreeLocal,Standard,+00094.,4,F
Adult,221,M,M,1,+0002067.82000000,N,+0000047.85333300,+00015.,+00000.,+00070.,0,CC,Budget,Intnl_discount,+00085.,4,F
Adult,224,F,M,2,+0069343.30000000,N,+0000042.16666700,+00006.,+00000.,+00015.,0,CC,FreeLocal,Standard,+00021.,2,F
Adult,225,F,M,0,+0077000.00000000,N,+0000055.00000000,+00000.,+00000.,+00023.,2,Auto,Budget,Standard,+00024.,4,F
Adult,231,F,M,2,+0021419.90000000,N,+0000059.83333300,+00026.,+00000.,+00103.,0,CC,FreeLocal,Standard,+00129.,1,F
Adult,233,F,M,1,+0066000.00000000,Y,+0000063.35333300,+00006.,+00000.,+00030.,0,Auto,FreeLocal,Intnl_discount,+00037.,2,F
Adult,236,F,S,2,+0023464.00000000,Y,+0000070.00000000,+00022.,+00000.,+00041.,0,CC,Budget,Intnl_discount,+00064.,3,T
Adult,237,F,M,2,+0000194.57000000,N,+0000042.00000000,+00028.,+00000.,+00038.,0,CC,FreeLocal,Standard,+00067.,4,F
Adult,239,M,M,1,+0065619.70000000,Y,+0000046.00000000,+00013.,+00000.,+00144.,0,CC,Budget,Standard,+00158.,3,T
Adult,240,F,M,1,+0095620.30000000,Y,+0000052.00000000,+00010.,+00000.,+00093.,0,CC,Budget,Standard,+00104.,2,F
Adult,241,F,S,0,+0085275.00000000,N,+0000047.00000000,+00022.,+00000.,+00151.,0,Auto,FreeLocal,Intnl_discount,+00174.,2,F
Adult,244,F,M,2,+0094026.80000000,Y,+0000027.74666700,+00025.,+00000.,+00010.,0,CC,FreeLocal,Intnl_discount,+00035.,3,F
Adult,246,F,S,2,+0057420.00000000,Y,+0000061.00000000,+00025.,+00000.,+00252.,1,Auto,Budget,Standard,+00277.,2,F
Adult,249,M,M,2,+0047639.10000000,N,+0000048.00000000,+00017.,+00000.,+00039.,0,CC,Budget,Intnl_discount,+00057.,4,F
Adult,250,F,M,2,+0063234.50000000,Y,+0000052.36000000,+00000.,+00000.,+00001.,0,CH,FreeLocal,Intnl_discount,+00001.,3,F
Adult,254,F,M,2,+0018296.40000000,Y,+0000042.62666700,+00000.,+00000.,+00010.,0,CC,FreeLocal,Standard,+00010.,3,F
Adult,260,F,M,2,+0052957.00000000,Y,+0000039.74666700,+00025.,+00000.,+00125.,2,CH,FreeLocal,Standard,+00151.,2,F
Adult,264,M,S,2,+0020919.00000000,N,+0000027.88666700,+00006.,+00004.,+00153.,0,CC,FreeLocal,Intnl_discount,+00164.,2,F
Adult,276,F,M,2,+0060485.50000000,N,+0000041.66666700,+00011.,+00000.,+00028.,0,Auto,Budget,Intnl_discount,+00040.,1,F
Adult,279,F,M,2,+0000809.43000000,Y,+0000031.91333300,+00000.,+00000.,+00002.,0,CH,FreeLocal,Intnl_discount,+00002.,1,F
Adult,281,F,M,2,+0034577.70000000,N,+0000063.25333300,+00029.,+00000.,+00116.,3,CH,Budget,Standard,+00145.,2,F
Adult,284,F,S,2,+0019008.40000000,Y,+0000052.16666700,+00010.,+00000.,+00137.,0,CC,FreeLocal,Standard,+00147.,4,T
Adult,289,M,S,1,+0016432.10000000,Y,+0000020.92000000,+00020.,+00008.,+00080.,0,CH,Budget,Intnl_discount,+00109.,1,T
Adult,291,M,S,1,+0071329.90000000,Y,+0000042.23333300,+00014.,+00003.,+00045.,0,CC,Budget,Standard,+00063.,3,T
Adult,295,F,S,0,+0020913.60000000,N,+0000053.01333300,+00022.,+00007.,+00065.,0,CC,FreeLocal,Standard,+00095.,4,T
Adult,298,F,S,1,+0000540.40000000,Y,+0000039.21333300,+00012.,+00000.,+00007.,0,Auto,Budget,Intnl_discount,+00020.,4,T
Child,302,M,M,2,+0067339.80000000,N,+0000017.00666700,+00027.,+00005.,+00048.,0,CC,FreeLocal,Intnl_discount,+00081.,2,F
Adult,305,F,S,2,+0015688.50000000,N,+0000053.06000000,+00014.,+00000.,+00008.,0,CC,Budget,Standard,+00022.,4,T
Child,306,F,S,0,+0043382.30000000,N,+0000016.07333300,+00029.,+00008.,+00099.,0,CH,FreeLocal,Standard,+00138.,2,T
Adult,308,F,S,0,+0005185.31000000,N,+0000062.05333300,+00016.,+00005.,+00030.,0,CC,FreeLocal,Intnl_discount,+00052.,2,T
Adult,312,F,M,2,+0080087.70000000,N,+0000041.92000000,+00008.,+00000.,+00022.,0,CC,FreeLocal,Standard,+00031.,4,F
Adult,318,M,S,0,+0094928.30000000,N,+0000040.18000000,+00014.,+00005.,+00073.,0,CH,FreeLocal,Standard,+00093.,4,T
Adult,322,M,M,0,+0078000.00000000,Y,+0000052.26666700,+00016.,+00004.,+00018.,0,CC,FreeLocal,Intnl_discount,+00039.,3,T
Adult,331,M,M,1,+0080000.00000000,N,+0000053.21333300,+00000.,+00000.,+00003.,0,CC,Budget,Intnl_discount,+00003.,3,T
Adult,334,M,M,0,+0120000.00000000,Y,+0000053.21333300,+00015.,+00000.,+00025.,0,CC,FreeLocal,Standard,+00040.,4,T
Adult,335,F,M,2,+0008032.16000000,N,+0000045.66666700,+00029.,+00000.,+00059.,0,CC,FreeLocal,Standard,+00088.,2,F
Adult,336,F,S,1,+0093454.30000000,Y,+0000048.53333300,+00018.,+00000.,+00025.,0,Auto,FreeLocal,Standard,+00044.,4,F
Adult,338,F,S,0,+0083287.00000000,N,+0000077.00000000,+00000.,+00007.,+00208.,0,Auto,Budget,Standard,+00215.,4,F
Adult,339,F,S,0,+0092564.10000000,Y,+0000049.13333300,+00023.,+00000.,+00051.,0,Auto,FreeLocal,Standard,+00074.,3,F
Adult,343,F,M,2,+0048322.50000000,Y,+0000049.33333300,+00006.,+00000.,+00043.,0,CC,FreeLocal,Standard,+00050.,1,F
Adult,349,F,S,0,+0000919.93000000,N,+0000038.26000000,+00027.,+00000.,+00093.,0,CH,Budget,Standard,+00120.,3,T
Adult,350,F,M,2,+0069486.80000000,N,+0000030.94666700,+00007.,+00000.,+00009.,1,CC,Budget,Standard,+00017.,1,F
Adult,353,F,M,0,+0014573.60000000,N,+0000064.60666700,+00026.,+00000.,+00236.,0,CC,Budget,Standard,+00263.,4,F
Adult,355,F,S,2,+0008392.14000000,Y,+0000036.68000000,+00025.,+00007.,+00054.,0,CH,Budget,Intnl_discount,+00087.,3,T
Adult,358,F,M,2,+0047010.10000000,N,+0000057.40666700,+00002.,+00000.,+00164.,0,CC,Budget,Intnl_discount,+00167.,1,F
Adult,372,M,M,1,+0076511.30000000,N,+0000062.08000000,+00021.,+00003.,+00017.,0,CC,FreeLocal,Standard,+00042.,2,T
Adult,374,F,M,1,+0006946.07000000,N,+0000023.00000000,+00025.,+00000.,+00008.,0,CH,FreeLocal,Standard,+00034.,2,T
Adult,382,F,M,2,+0072841.30000000,N,+0000047.02000000,+00010.,+00000.,+00072.,0,CC,Budget,Standard,+00082.,1,F
Adult,386,M,M,0,+0012387.60000000,N,+0000056.17333300,+00007.,+00000.,+00065.,0,Auto,FreeLocal,Standard,+00093.,2,F
Adult,392,F,M,2,+0028267.00000000,N,+0000030.09333300,+00021.,+00000.,+00192.,0,CC,FreeLocal,Standard,+00214.,2,F
Adult,401,F,M,2,+0091861.00000000,Y,+0000041.98000000,+00015.,+00000.,+00006.,0,CC,Budget,Standard,+00022.,3,F
Adult,405,F,M,2,+0069133.90000000,Y,+0000026.83333300,+00008.,+00000.,+00037.,0,CH,FreeLocal,Standard,+00046.,2,F
Adult,407,F,M,2,+0084948.00000000,Y,+0000029.44666700,+00011.,+00000.,+00012.,0,CH,FreeLocal,Intnl_discount,+00023.,3,F
Child,410,M,S,0,+0015924.20000000,N,+0000014.46000000,+00000.,+00000.,+00001.,0,CH,FreeLocal,Standard,+00001.,2,F
Child,419,M,S,1,+0003960.50000000,N,+0000014.69333300,+00029.,+00000.,+00066.,0,Auto,FreeLocal,Standard,+00096.,2,T
Adult,422,F,M,2,+0038215.90000000,N,+0000030.88666700,+00000.,+00000.,+00000.,0,Auto,Budget,Standard,+00000.,2,F
Adult,423,F,M,1,+0013829.40000000,N,+0000022.00000000,+00028.,+00000.,+00160.,0,CC,FreeLocal,Standard,+00176.,1,T
Adult,424,F,M,2,+0049745.30000000,N,+0000047.96666700,+00002.,+00000.,+00024.,0,CH,Budget,Intnl_discount,+00027.,3,F
Child,426,F,M,2,+0088427.00000000,N,+0000013.86000000,+00022.,+00004.,+00043.,0,CC,Budget,Standard,+00069.,3,F
Adult,427,F,M,2,+0098003.70000000,Y,+0000026.27333300,+00001.,+00000.,+00083.,0,CC,FreeLocal,Intnl_discount,+00084.,1,F
Adult,428,M,S,0,+0089142.70000000,N,+0000033.00000000,+00003.,+00008.,+00005.,0,CC,Budget,Intnl_discount,+00016.,2,F
Adult,429,F,S,0,+0074530.80000000,N,+0000063.08666700,+00020.,+00000.,+00106.,0,Auto,FreeLocal,Intnl_discount,+00127.,2,F
Adult,436,F,M,2,+0076289.20000000,N,+0000048.20666700,+00022.,+00000.,+00082.,0,CC,Budget,Intnl_discount,+00104.,2,F
Adult,438,M,M,1,+0066931.90000000,N,+0000063.93333300,+00011.,+00000.,+00005.,0,CC,Budget,Standard,+00017.,4,T
Adult,439,F,D,1,+0009309.57000000,Y,+0000024.00000000,+00040.,+00000.,+00099.,0,CC,FreeLocal,Standard,+00108.,2,T
Adult,440,F,M,1,+0014085.50000000,N,+0000023.00000000,+00026.,+00000.,+00026.,0,Auto,FreeLocal,Intnl_discount,+00048.,1,T
Adult,441,F,S,0,+0032962.60000000,N,+0000019.00000000,+00027.,+00000.,+00154.,0,CC,Budget,Intnl_discount,+00168.,2,T
Adult,443,F,S,2,+0033330.00000000,N,+0000021.00000000,+00033.,+00000.,+00035.,0,Auto,Budget,Standard,+00041.,3,T
Adult,444,F,S,1,+0032098.00000000,N,+0000022.00000000,+00033.,+00000.,+00009.,0,Auto,Budget,Intnl_discount,+00023.,1,T
Adult,446,F,S,1,+0040120.00000000,N,+0000024.00000000,+00028.,+00000.,+00106.,0,CC,Budget,Standard,+00134.,4,T
Adult,455,F,M,2,+0064816.60000000,Y,+0000031.12666700,+00021.,+00000.,+00006.,0,CC,Budget,Standard,+00027.,2,F
Adult,460,F,M,2,+0041876.60000000,Y,+0000044.09333300,+00006.,+00000.,+00132.,0,CC,FreeLocal,Standard,+00139.,3,F
Adult,462,F,S,0,+0015989.30000000,N,+0000061.69333300,+00003.,+00000.,+00025.,1,CC,Budget,Intnl_discount,+00029.,4,T
Adult,463,M,M,0,+0069168.40000000,Y,+0000062.42666700,+00014.,+00006.,+00214.,0,CC,Budget,Standard,+00234.,2,T
Adult,465,M,M,0,+0096681.00000000,Y,+0000019.76000000,+00007.,+00007.,+00040.,0,CC,Budget,Standard,+00073.,2,F
Adult,466,M,S,0,+0062705.90000000,Y,+0000032.00000000,+00008.,+00000.,+00006.,0,CC,FreeLocal,Intnl_discount,+00033.,2,F
Adult,467,M,S,0,+0080221.20000000,N,+0000029.02666700,+00009.,+00000.,+00049.,0,Auto,FreeLocal,Standard,+00050.,2,F
Adult,468,M,S,0,+0084479.20000000,N,+0000030.00000000,+00007.,+00000.,+00043.,0,CC,FreeLocal,Standard,+00056.,2,F
Adult,469,F,M,2,+0064977.40000000,N,+0000038.19333300,+00028.,+00000.,+00017.,0,CC,FreeLocal,Standard,+00045.,2,F
Adult,474,M,S,1,+0084978.10000000,N,+0000021.64000000,+00005.,+00007.,+00076.,0,CH,FreeLocal,Intnl_discount,+00088.,1,T
Adult,475,F,M,2,+0036647.90000000,N,+0000049.98666700,+00021.,+00000.,+00085.,0,CC,Budget,Intnl_discount,+00107.,3,F
Adult,476,F,S,0,+0064319.20000000,N,+0000041.22666700,+00003.,+00000.,+00037.,0,CH,Budget,Intnl_discount,+00040.,1,T
Adult,477,F,S,1,+0073338.00000000,N,+0000048.24666700,+00020.,+00000.,+00009.,0,Auto,Budget,Intnl_discount,+00029.,3,F
Adult,484,F,M,0,+0002031.61000000,N,+0000020.30000000,+00021.,+00000.,+00087.,0,CC,Budget,Standard,+00109.,2,T
Adult,488,F,S,2,+0016938.50000000,N,+0000055.00000000,+00013.,+00000.,+00008.,0,CH,FreeLocal,Standard,+00022.,2,F
Adult,493,M,M,1,+0095448.60000000,Y,+0000053.68000000,+00024.,+00000.,+00005.,0,CH,Budget,Standard,+00029.,3,F
Child,494,M,S,1,+0024141.50000000,Y,+0000017.00666700,+00028.,+00000.,+00097.,0,CC,FreeLocal,Standard,+00125.,4,T
Adult,497,M,S,2,+0072084.70000000,N,+0000055.64000000,+00029.,+00000.,+00009.,0,CC,Budget,Intnl_discount,+00038.,1,F
Adult,499,F,S,1,+0049072.00000000,N,+0000047.00000000,+00023.,+00000.,+00010.,0,Auto,Budget,Intnl_discount,+00034.,2,F
Adult,504,M,M,1,+0071472.90000000,N,+0000041.91333300,+00016.,+00000.,+00114.,0,CH,Budget,Standard,+00130.,3,T
Adult,508,M,S,0,+0090321.60000000,N,+0000030.00000000,+00000.,+00000.,+00011.,0,Auto,FreeLocal,Intnl_discount,+00012.,2,F
Adult,509,M,S,0,+0090478.60000000,N,+0000054.55333300,+00018.,+00000.,+00136.,0,CC,FreeLocal,Standard,+00154.,2,T
Adult,518,M,M,2,+0029616.00000000,N,+0000049.42666700,+00029.,+00000.,+00045.,0,CH,FreeLocal,Standard,+00075.,1,F
Adult,526,F,M,2,+0052004.80000000,N,+0000025.14000000,+00005.,+00000.,+00023.,0,CH,Budget,Intnl_discount,+00028.,1,F
Adult,530,M,M,0,+0075004.50000000,N,+0000064.80000000,+00026.,+00000.,+00032.,0,CC,Budget,Intnl_discount,+00058.,2,F
Adult,534,M,S,1,+0057626.90000000,Y,+0000043.90666700,+00009.,+00000.,+00038.,0,CC,Budget,Standard,+00048.,3,F
Adult,536,F,M,2,+0047902.00000000,N,+0000026.03333300,+00017.,+00004.,+00049.,1,Auto,FreeLocal,Standard,+00072.,4,F
Child,541,M,M,1,+0007545.96000000,Y,+0000016.75333300,+00022.,+00000.,+00178.,0,CC,Budget,Standard,+00200.,3,T
Adult,547,F,S,0,+0078851.30000000,N,+0000048.37333300,+00000.,+00000.,+00028.,0,CC,FreeLocal,Standard,+00029.,4,T
Adult,549,F,M,0,+0083891.90000000,Y,+0000061.02000000,+00028.,+00000.,+00045.,0,CH,Budget,Standard,+00074.,4,T
